code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
002038,双鹭药业,0.2436,0.0794,0.7152,1.3653,155.8858
300394,天孚通信,0.2428,0.0687,0.8627,0.6406,75.7591
002573,清新环境,0.2424,0.0661,1.5275,0.1146,18.7285
000979,中弘股份,0.2422,0.0176,,0.0207,3.0033
600305,恒顺醋业,0.2418,0.1102,1.2971,0.436,51.1933
300293,蓝英装备,0.2415,0.1189,14.8065,0.1963,23.1644
002833,弘亚数控,0.24100000000000002,0.154,0.8846,0.861,100.5608
300685,艾德生物,0.2409,0.0912,0.78,0.7978,84.3387
002675,东诚药业,0.2403,0.0574,1.3936,0.17300000000000001,22.6645
000591,太阳能,0.2401,0.0219,1.0099,0.0358,10.6566
300396,迪瑞医疗,0.2399,0.0805,0.8381,0.3796,44.681999999999995
600115,东方航空,0.2398,0.0879,4.2673,0.1184,27.3719
603587,地素时尚,0.2395,0.10400000000000001,0.7832,0.8293,87.2812
603858,步长制药,0.2394,0.11599999999999999,1.8047,0.3892,46.8147
601111,中国国航,0.2393,0.0975,3.2279,0.1649,31.6663
300760,迈瑞医疗,0.2385,0.15,0.8448,0.3164,41.3825
603023,威帝股份,0.2383,0.0347,0.7657,0.1564,65.749
002701,奥瑞金,0.2372,0.1046,2.1175,0.1849,28.4701
600720,祁连山,0.2367,0.1042,1.7929,0.2857,31.9433
600508,上海能源,0.2357,0.0813,1.6809,0.23399999999999999,33.2865
000519,中兵红箭,0.2356,0.0718,2.7674,0.3136,37.0289
600157,永泰能源,0.2355,0.0364,40.033,0.0495,9.2267
600116,三峡水利,0.2342,0.0376,1.1512,0.0812,16.7632
002445,ST中南,0.2341,0.0264,,0.0595,6.7494
600696,ST岩石,0.2333,0.1398,4.371,0.2583,26.6324
000681,视觉中国,0.233,0.0382,0.7232,0.1118,21.0704
300679,电连技术,0.2323,0.061,1.0801,0.8573,88.8046
603963,大理药业,0.2323,0.1182,13.1862,0.4935,49.9056
603657,春光科技,0.2323,0.0929,1.1159999999999999,0.9886,103.3912
600113,浙江东日,0.2321,0.0676,0.8147,0.2273,49.8638
000537,广宇发展,0.2317,0.0401,1.4509,0.0458,5.7749
603027,千禾味业,0.2316,0.0947,0.9935,0.3138,69.3321
000875,吉电股份,0.2314,0.0313,12.1774,0.040999999999999995,7.8452
000877,天山股份,0.2309,0.0711,1.5258,0.1395,17.2066
600600,青岛啤酒,0.2304,0.1575,2.4196,0.359,45.4846
600754,锦江股份,0.2303,0.0628,2.5535,0.0958,37.7378
300317,珈伟新能,0.2297,0.0371,88.0747,0.0799,12.9233
002868,绿康生化,0.2296,0.0752,0.9758,1.1814,143.2033
002316,亚联发展,0.2294,0.2136,3.0211,0.2945,35.3407
601636,旗滨集团,0.2293,0.1084,1.4489,0.2569,57.5031
600873,梅花生物,0.2292,0.1167,2.8665,0.2322,36.2533
000035,中国天楹,0.2286,0.0372,1.8233,0.0603,8.5206
603188,ST亚邦,0.2278,0.0812,1.4829,0.2759,30.5616
600967,内蒙一机,0.2277,0.0867,4.6337,0.1559,16.4321
002412,汉森制药,0.22699999999999998,0.0838,1.7396,0.3087,31.9964
600507,方大特钢,0.22699999999999998,0.2526,1.2505,0.4945,50.0359
600959,江苏有线,0.2268,0.0407,1.8054,0.1332,14.677999999999999
002821,凯莱英,0.2266,0.0931,1.1092,0.5085,65.4058
000042,中洲控股,0.2262,0.0352,2.13,0.0423,5.7491
600021,上海电力,0.2261,0.0423,2.904,0.0552,11.751
002679,福建金森,0.2259,0.0121,1.5745,0.0215,5.1292
300227,光韵达,0.2258,0.084,1.5582,0.2449,27.4617
603811,诚意药业,0.2256,0.1193,1.2670000000000001,0.7509,77.1214
300143,星普医科,0.225,0.0334,1.0024,0.1584,30.4498
000830,鲁西化工,0.2247,0.1277,1.5104,0.21600000000000003,25.6032
002695,煌上煌,0.2247,0.1315,1.8598,0.6785,103.6511
300102,乾照光电,0.2245,0.03,1.1736,0.0575,11.1016
600258,首旅酒店,0.2239,0.0842,1.7124,0.1665,41.4691
300151,昌红科技,0.2239,0.1071,2.5466,0.7781,81.1144
000726,鲁泰A,0.2236,0.1063,1.756,0.37799999999999995,43.3633
600578,京能电力,0.2234,0.03,3.858,0.051,11.4687
002508,老板电器,0.2226,0.1337,1.1814,0.3619,37.0766
002099,海翔药业,0.2214,0.066,0.946,0.3027,32.1859
300139,晓程科技,0.221,0.025,1.6421,0.1102,20.2361
002815,崇达技术,0.221,0.1271,1.4151,0.2986,45.2229
002125,湘潭电化,0.2207,0.0536,2.5287,0.0869,13.2879
000975,银泰资源,0.2205,0.0736,1.4409999999999998,0.5201,102.465
002541,鸿路钢构,0.2204,0.1133,3.4197,0.1996,22.0571
603288,海天味业,0.2202,0.1688,0.8937,0.7044,72.9258
002513,蓝丰生化,0.2199,0.0637,,0.1724,18.958
002795,永和智控,0.2197,0.1478,1.8175,0.9225,101.3338
002799,环球印务,0.2195,0.0988,4.9568,0.302,30.2055
603520,司太立,0.2186,0.0644,1.6472,0.1103,17.2414
000668,荣丰控股,0.2184,0.0107,5.7105,0.0172,2.3019
002461,珠江啤酒,0.2184,0.0581,2.201,0.1704,23.6258
000983,西山煤电,0.2182,0.0847,2.9074,0.1386,22.4081
002672,东江环保,0.2181,0.0553,1.246,0.1048,16.9333
601898,中煤能源,0.2181,0.0643,2.6371,0.1114,26.0171
002843,泰嘉股份,0.2177,0.0761,1.2073,0.4466,45.6761
000612,焦作万方,0.217,0.099,,0.2371,29.5998
603158,腾龙股份,0.2161,0.1038,1.8239,0.3739,50.4047
000428,华天酒店,0.2161,0.0203,,0.0329,5.4468
300347,泰格医药,0.21600000000000003,0.0845,1.0067,0.3671,37.6221
002226,江南化工,0.2159,0.0356,1.7246,0.07200000000000001,24.9383
000718,苏宁环球,0.215,0.0227,0.8195,0.0407,4.7342
000613,大东海A,0.2137,0.0534,7.892,0.4593,53.758
600008,首创股份,0.2129,0.0255,3.1821,0.0363,8.791
300199,翰宇药业,0.2129,0.0329,0.6564,0.105,20.6458
600031,三一重工,0.2126,0.1252,1.7239,0.2273,29.6242
600461,洪城水业,0.2125,0.0711,2.3033,0.1153,14.8771
300431,暴风集团,0.21100000000000002,0.0844,,0.1073,10.8461
600027,华电国际,0.21100000000000002,0.0622,6.8172,0.0874,20.6821
300145,中金环境,0.2105,0.065,1.2774,0.1317,18.1925
600328,兰太实业,0.2105,0.087,1.5499,0.1478,15.9978
603838,四通股份,0.2104,0.08800000000000001,1.4045,0.6316,143.9731
300127,银河磁体,0.2103,0.0765,0.7788,1.3872,140.7383
603328,依顿电子,0.2103,0.0967,1.0613,0.5304,53.9637
000990,诚志股份,0.2103,0.0406,1.4275,0.1502,25.8903
002270,华明装备,0.2102,0.0295,1.7996,0.0585,8.7373
600637,东方明珠,0.21,0.0516,1.1821,0.2578,26.796
002405,四维图新,0.2098,0.0356,2.0608,0.1784,18.899
002728,特一药业,0.2096,0.0662,1.0927,0.1413,26.3292
600103,青山纸业,0.2089,0.0932,2.4396,0.3459,38.3227
600727,鲁北化工,0.207,0.0652,1.1637,0.3478,34.7835
603826,坤彩科技,0.2069,0.0653,0.6521,0.6707,82.6261
002524,光正集团,0.2067,0.0599,30.4388,0.0965,12.1932
300003,乐普医疗,0.2066,0.0615,0.8056,0.1144,18.5875
000669,金鸿控股,0.2061,0.0495,3.5499,0.0793,14.4029
600483,福能股份,0.20600000000000002,0.055,1.7977,0.1106,34.2163
601011,宝泰隆,0.2051,0.0508,1.9538,0.1393,18.5628
000601,韶能股份,0.2049,0.053,1.8522,0.1043,24.8022
600223,鲁商置业,0.2047,0.0211,8.8522,0.0225,2.5513
000639,西王食品,0.2039,0.094,2.3311,0.1989,50.6393
600095,哈高科,0.2036,0.0264,,0.094,10.8678
603113,金能科技,0.2035,0.1986,1.4007,0.706,90.198
300652,雷迪克,0.2034,0.07400000000000001,1.0429,0.3359,33.9738
002078,太阳纸业,0.2033,0.109,1.8132,0.1831,21.7465
600062,华润双鹤,0.2022,0.1244,1.4773,0.517,59.0877
600189,吉林森工,0.20199999999999999,0.0321,3.9367,0.0603,8.4452
600285,羚锐制药,0.2018,0.0957,1.4969999999999999,0.2603,27.718000000000004
300043,星辉娱乐,0.2016,0.0729,2.0999,0.1316,18.8388
603297,永新光学,0.2015,0.0736,0.9127,0.5533,63.8933
000789,万年青,0.2012,0.154,0.9964,0.4036,49.8257
000869,张裕A,0.2012,0.0602,1.0090000000000001,0.2371,27.8658
300571,平治信息,0.2011,0.1744,0.6858,0.5254,64.2293
300015,爱尔眼科,0.2009,0.1265,1.2908,0.3171,54.126999999999995
600486,扬农化工,0.2008,0.1171,1.0581,0.3194,32.1693
002820,桂发祥,0.2007,0.0677,1.0841,1.1734,145.6294
603021,山东华鹏,0.2006,0.0419,66.1936,0.0797,8.5928
603060,国检集团,0.2003,0.084,0.8536,0.4352,53.8852
300288,朗玛信息,0.2001,0.0406,0.9279,0.1864,27.5032
300536,农尚环境,0.2001,0.0612,1.6336,0.1214,12.1375
300578,会畅通讯,0.2001,0.0942,1.1659,0.5758,63.0558
000731,四川美丰,0.1995,0.0941,1.9268,0.3047,46.0934
000899,赣能股份,0.19899999999999998,0.0487,1.9586,0.1273,17.4379
603499,翔港科技,0.19899999999999998,0.0769,1.4175,0.3069,36.2773
002674,兴业科技,0.19899999999999998,0.0944,4.5819,0.5997,61.515
300511,雪榕生物,0.1983,0.0691,2.1454,0.1187,20.4215
000615,京汉股份,0.1983,0.0284,108.1493,0.0375,5.1106
603110,东方材料,0.198,0.0765,1.9771,0.5439,56.4549
002147,新光圆成,0.198,0.0178,2.421,0.0361,5.5302
300099,精准信息,0.1978,0.0184,2.1516,0.2564,25.9834
601228,广州港,0.1971,0.0587,1.5714,0.159,25.932
603558,健盛集团,0.1969,0.0644,1.2973,0.3801,40.8011
600395,盘江股份,0.1968,0.0695,1.2029,0.1612,24.516
600675,中华企业,0.1959,0.0329,1.6481,0.0424,5.9074
002568,百润股份,0.1958,0.0741,1.2816,0.4392,51.0192
002495,佳隆股份,0.1955,0.0364,1.4608,0.4793,79.2406
600097,开创国际,0.1952,0.1396,2.1557,0.818,89.3621
600872,中炬高新,0.195,0.1082,1.1447,0.3323,66.3952
000968,蓝焰控股,0.1948,0.037000000000000005,0.5857,0.07400000000000001,15.425999999999998
600933,爱柯迪,0.1945,0.077,0.9817,0.3804,65.1228
000786,北新建材,0.1945,0.1058,0.9008,0.5312,72.6819
300132,青松股份,0.1943,0.1432,0.6903,0.5897,60.4663
600035,楚天高速,0.1937,0.0395,0.8712,0.0949,19.4039
603556,海兴电力,0.1935,0.0557,1.2865,0.2389,28.0669
601989,中国重工,0.1934,0.0279,7.6011,0.047,6.2434
300179,四方达,0.1932,0.0482,0.9359999999999999,0.2036,22.9495
000043,中航善达,0.1931,0.0447,0.9534,0.063,10.7469
601000,唐山港,0.1925,0.0608,1.2990000000000002,0.225,32.9626
300460,惠伦晶体,0.1918,0.045,4.578,0.1299,18.918
603978,深圳新星,0.1917,0.0861,1.8229,0.4062,46.5342
600403,大有能源,0.1914,0.067,1.6385,0.1225,14.083
002450,康得新,0.1914,0.0565,0.9407,0.1242,17.1344
600559,老白干酒,0.1911,0.0808,1.9029,0.1498,15.8696
300518,盛讯达,0.1908,0.0313,10.0778,0.0886,19.6081
600326,西藏天路,0.1903,0.0808,0.9889,0.1598,24.8121
600160,巨化股份,0.1901,0.1414,1.3652,0.6467,68.6188
002582,好想你,0.1898,0.14,7.0871,0.4522,59.9038
600673,东阳光科,0.1895,0.0843,1.4313,0.1574,19.4428
603069,海汽集团,0.1893,0.0818,3.0331,0.1972,23.3837
000532,华金资本,0.18899999999999997,0.0223,2.9610000000000003,0.034,4.3476
601006,大秦铁路,0.1888,0.0808,0.8859,0.4005,67.4568
300200,高盟新材,0.1888,0.0844,2.1753,0.589,61.2108
300549,优德精密,0.1887,0.0735,1.5224,0.2305,24.9105
000761,本钢板材,0.1886,0.1161,8.3977,0.1722,20.8279
002238,天威视讯,0.1881,0.0556,1.4627,0.2067,23.06
002597,金禾实业,0.1878,0.1096,0.8329,0.3191,42.2482
002128,露天煤业,0.1878,0.0663,0.7334,0.2292,31.421999999999997
000766,通化金马,0.1876,0.0425,1.4399,0.1759,30.8587
603997,继峰股份,0.1876,0.1231,1.1971,0.5599,56.6452
601928,凤凰传媒,0.187,0.0656,1.2986,0.16899999999999998,19.4046
600988,赤峰黄金,0.1868,0.0572,2.995,0.1358,21.6184
002051,中工国际,0.1864,0.0798,1.5935,0.1583,16.5118
600227,圣济堂,0.1864,0.0456,1.6877,0.1479,17.2932
000959,首钢股份,0.1863,0.0661,3.1006,0.0906,13.8178
603885,吉祥航空,0.1862,0.10400000000000001,1.4245,0.2052,27.991999999999997
300051,三五互联,0.1862,0.022000000000000002,10.9701,0.0775,29.3743
000150,宜华健康,0.1859,0.036000000000000004,1.3275,0.0514,6.8312
002553,南方轴承,0.1859,0.0673,0.5698,0.6796,69.8609
300526,中潜股份,0.1853,0.0581,2.6904,0.1347,13.9823
603833,欧派家居,0.1851,0.14300000000000002,1.2639,0.4432,48.2619
002360,同德化工,0.1849,0.0956,1.177,0.4863,66.0504
300283,温州宏丰,0.1849,0.1148,10.1665,0.2005,23.8463
002283,天润曲轴,0.1846,0.0733,2.0264,0.1977,20.9408
600609,金杯汽车,0.1844,0.1469,3.6278,0.1741,28.5925
002319,乐通股份,0.1835,0.0648,26.3895,0.1235,12.365
300286,安科瑞,0.1832,0.0636,0.7942,0.2775,27.7462
601872,招商轮船,0.1831,0.0277,3.7336,0.0466,8.3351
600360,华微电子,0.1831,0.0553,2.8903,0.1166,14.4161
600063,皖维高新,0.1828,0.0854,5.7908,0.1688,22.2983
002148,北纬科技,0.1828,0.0268,0.9382,0.3701,41.2698
002489,浙江永强,0.1828,0.0783,,0.1665,16.6891
000729,燕京啤酒,0.1827,0.1001,2.8114,0.4179,42.0967
600567,山鹰纸业,0.1824,0.0976,1.4137,0.1533,19.9369
600119,长江投资,0.1824,0.0737,,0.1129,12.2704
000958,东方能源,0.1821,0.0345,2.85,0.0457,11.2923
002920,德赛西威,0.182,0.1289,2.1871,0.4004,47.4201
000697,炼石有色,0.1818,0.0368,,0.0491,5.4403
002643,万润股份,0.1818,0.068,1.0889,0.6694,74.3161
603730,岱美股份,0.1804,0.1065,1.1871,0.3323,40.3662
600419,天润乳业,0.1802,0.1074,1.8271,0.2594,31.8749
603688,石英股份,0.1799,0.0557,0.7988,0.7826,85.9596
600217,中再资环,0.1797,0.0624,1.5093,0.0994,13.5734
002357,富临运业,0.1794,0.0482,2.4371,0.0885,12.6376
600726,华电能源,0.1791,0.0503,,0.0551,8.7359
603655,朗博科技,0.1791,0.0469,0.9972,0.9558,119.1819
603908,牧高笛,0.1791,0.1293,1.9361,0.4509,45.0902
600277,亿利洁能,0.1788,0.0759,3.1869,0.161,24.1936
000589,黔轮胎A,0.1786,0.0904,14.5215,0.1355,15.6272
603583,捷昌驱动,0.1784,0.0731,0.8229,0.4252,43.6924
002072,凯瑞德,0.1784,0.0149,,0.0159,1.5903
000548,湖南投资,0.1782,0.0165,1.7593,0.0806,8.0981
000531,穗恒运A,0.1779,0.0431,4.7269,0.0753,9.4326
002323,*ST百特,0.1778,0.022000000000000002,16.8844,0.0331,3.315
600123,兰花科创,0.1777,0.0445,1.2572,0.0771,9.8384
600011,华能国际,0.1775,0.0586,7.9622,0.0789,17.3207
000541,佛山照明,0.1769,0.0903,1.5634,0.3984,42.1105
603088,宁波精达,0.1758,0.0535,1.3791,0.1455,15.1219
000632,三木集团,0.1756,0.1108,80.1052,0.1353,19.1877
000903,云内动力,0.1756,0.0661,4.1179,0.1252,14.2081
603278,大业股份,0.1754,0.1059,1.8403,0.213,23.2475
000929,兰州黄河,0.1753,0.0479,,0.1925,19.5518
603986,兆易创新,0.1751,0.1063,0.8217,0.3263,52.5466
601333,广深铁路,0.1751,0.0743,2.6593,0.4756,49.1343
000757,浩物股份,0.175,0.0763,1.1092,0.2003,29.8776
300219,鸿利智汇,0.1748,0.1042,1.4686,0.2792,34.7552
002910,庄园牧场,0.1742,0.0442,2.1913,0.1191,13.1941
002299,圣农发展,0.1741,0.1053,1.7142,0.2353,25.9707
002749,国光股份,0.1736,0.1139,0.6623,0.8182,92.7495
000012,南玻A,0.1731,0.0711,2.9035,0.1337,20.3078
603998,方盛制药,0.17300000000000001,0.0826,2.0771,0.2397,26.8945
603456,九洲药业,0.1727,0.0687,2.3347,0.4461,51.4969
600717,天津港,0.1727,0.0474,1.6488,0.1233,24.3585
002075,沙钢股份,0.1727,0.1831,0.9881,0.6005,62.6064
002681,奋达科技,0.1726,0.0474,1.5922,0.1737,24.3708
600966,博汇纸业,0.1718,0.0672,2.1623,0.1008,13.1285
600126,杭钢股份,0.1716,0.1242,2.0922,0.38,41.7855
603387,基蛋生物,0.1709,0.0536,0.4291,0.5305,54.4174
600101,明星电力,0.1709,0.0661,2.1018,0.2152,32.2437
300281,金明精机,0.1708,0.0344,1.5717,0.1775,23.3585
603078,江化微,0.1706,0.0508,1.64,0.2511,35.4163
300138,晨光生物,0.1703,0.1225,2.8954,0.2904,30.2802
600987,航民股份,0.1702,0.0957,1.0175,0.5054,56.1782
300735,光弘科技,0.1698,0.0935,1.0792,0.5882,70.0318
600745,闻泰科技,0.1698,0.1209,,0.1564,15.8339
603179,新泉股份,0.1697,0.1103,1.9617,0.182,21.5211
300129,泰胜风能,0.1693,0.0397,6.7969,0.1077,11.0743
300110,华仁药业,0.1693,0.0524,6.6485,0.1675,17.6723
002611,东方精工,0.1689,0.0514,1.7427,0.1592,20.0203
300467,迅游科技,0.1687,0.0237,0.4819,0.1532,15.7367
300054,鼎龙股份,0.1687,0.0423,0.7626,0.7091,82.0371
603866,桃李面包,0.1684,0.1569,1.2823,1.0981,110.0147
300718,长盛轴承,0.1678,0.0704,0.7957,0.8487,94.7118
300445,康斯特,0.1678,0.0471,0.601,0.4407,58.4779
002391,长青股份,0.1676,0.0956,1.5008,0.4806,49.5848
601799,星宇股份,0.1675,0.0896,1.4206,0.2258,24.0773
603676,卫信康,0.1675,0.0725,1.2406,0.3746,38.3222
603608,天创时尚,0.1673,0.0925,1.2973,0.4493,45.6011
600505,西昌电力,0.1673,0.0414,2.2228,0.0769,13.51
600018,上港集团,0.1663,0.0285,0.7247,0.057999999999999996,12.2267
002120,韵达股份,0.166,0.0935,0.7892,0.2752,27.7906
002911,佛燃股份,0.1659,0.1115,1.4536,0.256,35.5736
002633,申科股份,0.1658,0.0291,,0.1896,24.0344
002900,哈三联,0.1657,0.1033,1.4434,0.4502,54.4977
300739,明阳电路,0.1651,0.0818,1.4884,0.2808,31.3111
002585,双星新材,0.1651,0.0487,1.7825,0.2413,41.1317
002225,濮耐股份,0.1646,0.0964,2.5824,0.2112,21.3719
600276,恒瑞医药,0.1646,0.0986,0.6944,0.9518,98.4954
300121,阳谷华泰,0.1642,0.1078,0.7914,0.3779,39.3527
601678,滨化股份,0.1641,0.0772,1.268,0.1774,31.1292
300304,云意电气,0.16399999999999998,0.0363,0.7879,0.2968,33.984
603516,淳中科技,0.16399999999999998,0.0424,0.4753,1.0997,116.7324
600586,金晶科技,0.1638,0.0599,2.3379,0.1079,12.8981
600351,亚宝药业,0.1637,0.08,1.6867,0.2347,25.3617
002031,巨轮智能,0.1635,0.0228,1.3652,0.0451,7.7802
002540,亚太科技,0.1634,0.0803,1.4796,0.838,85.3103
600529,山东药玻,0.1631,0.0704,1.194,0.3059,31.689
600019,宝钢股份,0.1631,0.105,2.1390000000000002,0.2207,23.9192
300285,国瓷材料,0.1628,0.0471,0.5037,0.1962,22.9292
002372,伟星新材,0.1627,0.1137,0.7372,0.5267,54.4577
600668,尖峰集团,0.1626,0.0784,0.6951,0.2641,40.2184
300183,东软载波,0.1624,0.0333,0.8646,0.2872,31.3505
600979,广安爱众,0.1621,0.0305,1.1905,0.0586,17.4215
603015,弘讯科技,0.1619,0.0575,1.9523,0.2542,27.396
600640,号百控股,0.1618,0.0668,2.1056,0.3218,32.5697
600845,宝信软件,0.1618,0.0644,1.1265,0.2048,21.1289
600633,浙数文化,0.1614,0.0215,0.4462,0.1886,48.2121
300009,安科生物,0.1614,0.0681,0.7057,0.3836,46.8449
000999,华润三九,0.1614,0.0914,1.3402,0.2606,28.805999999999997
002030,达安基因,0.1611,0.0422,2.3217,0.1109,11.9752
603898,好莱客,0.1608,0.08900000000000001,0.7962,0.5383,55.6652
600702,舍得酒业,0.1608,0.0568,0.8638,0.1374,14.1592
603612,索通发展,0.1606,0.0743,2.3118,0.1512,18.4488
000717,韶钢松山,0.1603,0.1941,1.1263,0.3009,31.101999999999997
000717,韶钢松山,0.1603,0.1941,1.1263,0.3009,31.101999999999997
600273,嘉化能源,0.1602,0.0822,0.7819,0.3641,47.3397
600023,浙能电力,0.1601,0.0622,1.675,0.1682,44.0362
601139,深圳燃气,0.1601,0.0772,1.7113,0.1492,24.1606
002437,誉衡药业,0.16,0.0677,2.0154,0.1313,19.28
601908,京运通,0.1599,0.0177,0.5702,0.033,6.9629
300403,地尔汉宇,0.1598,0.0598,0.7747,0.3377,36.3842
002653,海思科,0.1596,0.08900000000000001,1.1369,0.188,23.3127
300562,乐心医疗,0.1594,0.1046,5.4834,0.2965,29.6512
603615,茶花股份,0.159,0.0625,1.5412,1.0634,112.5064
600780,通宝能源,0.1585,0.0566,4.2037,0.0978,26.8106
603005,晶方科技,0.1583,0.0318,2.2158,0.2539,34.1061
002481,双塔食品,0.1582,0.0732,5.6958,0.2116,21.4879
603517,绝味食品,0.1581,0.134,1.0731,0.5324,54.2407
300747,锐科激光,0.158,0.0757,0.462,0.6165,74.7116
002463,沪电股份,0.1576,0.0924,1.5827,0.22,28.2075
300039,上海凯宝,0.1572,0.0648,0.7581,0.6215,69.6089
600997,开滦股份,0.1571,0.1053,2.0917,0.2233,35.4307
600557,康缘药业,0.1571,0.0808,1.3451,0.2943,31.4698
600917,重庆燃气,0.157,0.0788,2.371,0.1529,27.3943
603767,中马传动,0.1569,0.0581,2.0937,0.2819,28.596
300384,三联虹普,0.1568,0.0293,0.6544,0.0894,11.3649
002759,天际股份,0.1568,0.025,1.9685,0.2001,20.9205
000695,滨海能源,0.1568,0.1421,2.7884,0.313,36.6889
002211,宏达新材,0.1566,0.1065,8.1267,0.2992,29.9471
603580,艾艾精工,0.1561,0.0509,0.6945,0.4443,50.8692
002002,鸿达兴业,0.1559,0.049,1.0164,0.0896,11.0317
603228,景旺电子,0.1553,0.0851,0.8993,0.2105,30.1116
603987,康德莱,0.1553,0.0957,1.1886,0.5024,52.6215
002440,闰土股份,0.1553,0.08199999999999999,0.7804,0.485,49.1375
300398,飞凯材料,0.1553,0.0519,0.662,0.1576,18.6324
002422,科伦药业,0.1552,0.0653,1.7704,0.1169,17.1138
600171,上海贝岭,0.1552,0.0341,1.0024,0.3869,49.5161
603226,菲林格尔,0.1551,0.0922,1.2454,0.3681,37.7402
600178,东安动力,0.1549,0.0435,2.2308,0.1011,10.6395
002252,上海莱士,0.1548,0.0189,,0.5241,63.8741
601966,玲珑轮胎,0.1547,0.0758,1.9331,0.1335,18.4784
603035,常熟汽饰,0.1542,0.0383,0.5173,0.0945,11.7107
002621,三垒股份,0.1542,0.0176,1.8315,0.11699999999999999,12.12
000782,美达股份,0.1537,0.1348,11.3591,0.2451,29.5384
002145,中核钛白,0.1536,0.0656,1.1421,0.1586,19.2953
002860,星帅尔,0.1535,0.0553,0.5776,0.3605,36.2272
300521,爱司凯,0.1535,0.0346,1.0568,0.3647,40.9811
600075,新疆天业,0.153,0.0597,1.7798,0.1339,18.8522
603260,合盛硅业,0.1525,0.0838,0.5615,0.1632,22.6398
002776,柏堡龙,0.152,0.0353,0.8621,0.1532,16.1613
002206,海利得,0.1519,0.0894,1.3818,0.2531,26.1156
603168,莎普爱思,0.1519,0.0418,0.9676,0.6419,64.1877
300115,长盈精密,0.1512,0.0864,6.3151,0.1565,16.8548
300441,鲍斯股份,0.1511,0.0569,1.0028,0.1476,17.2028
600029,南方航空,0.1511,0.0661,3.3883,0.0972,19.1396
600187,国中水务,0.151,0.0081,5.4061,0.0228,2.6765
603808,歌力思,0.1507,0.0708,0.8135,0.276,37.1882
002110,三钢闽光,0.1507,0.1525,0.7794,0.4315,45.4957
300048,合康新能,0.1506,0.0326,10.6609,0.0783,10.0055
601857,中国石油,0.1503,0.1035,4.0576,0.2405,41.1872
600781,辅仁药业,0.1503,0.0672,0.977,0.1337,15.6326
000807,云铝股份,0.1502,0.0617,19.8539,0.0865,11.9824
000908,景峰医药,0.1502,0.0445,2.2069,0.1004,20.9491
300455,康拓红外,0.1497,0.028999999999999998,0.5603,0.2021,24.8983
002317,众生药业,0.1492,0.0501,0.7419,0.2043,29.7405
600624,复旦复华,0.1491,0.0424,2.9209,0.0796,9.4137
600807,*ST天业,0.149,0.0166,,0.0182,1.9372
300570,太辰光,0.1488,0.0507,0.6784,0.2923,31.8517
600375,华菱星马,0.1487,0.0621,69.4968,0.0811,8.7518
603633,徕木股份,0.1485,0.0418,1.3347,0.1082,12.3451
600963,岳阳林纸,0.1485,0.0482,2.1782,0.1024,12.3389
000931,中关村,0.1484,0.0518,1.5029,0.1125,13.7453
000401,冀东水泥,0.1484,0.055999999999999994,1.4543,0.0878,10.7245
002399,海普瑞,0.1483,0.0365,1.1523,0.0648,10.4518
600573,惠泉啤酒,0.1481,0.0589,2.9855,0.6913,69.9159
300391,康跃科技,0.1481,0.0504,0.9865,0.1649,18.0342
000520,长航凤凰,0.1479,0.1676,1.5937,0.4934,61.4455
002005,德豪润达,0.1472,0.0393,35.2779,0.0907,9.4164
300475,聚隆科技,0.1472,0.0204,1.4627,0.1417,15.5951
300012,华测检测,0.1463,0.0685,1.5637,0.2148,23.0598
000919,金陵药业,0.1459,0.0863,2.1592,0.4604,47.0063
